zipcode,zone,range,zone_general,range_general
85253,9B,25 to 30,9,20 to 30
85254,9B,25 to 30,9,20 to 30
85255,9B,25 to 30,9,20 to 30
85256,9B,25 to 30,9,20 to 30
85257,9B,25 to 30,9,20 to 30
85258,9B,25 to 30,9,20 to 30
85259,9B,25 to 30,9,20 to 30
85260,9B,25 to 30,9,20 to 30
85261,9B,25 to 30,9,20 to 30
85262,9B,25 to 30,9,20 to 30
85263,9B,25 to 30,9,20 to 30
85264,9B,25 to 30,9,20 to 30
85266,9B,25 to 30,9,20 to 30
85267,9B,25 to 30,9,20 to 30
85268,9B,25 to 30,9,20 to 30
85269,9B,25 to 30,9,20 to 30
85271,9B,25 to 30,9,20 to 30
85274,9B,25 to 30,9,20 to 30
85275,9B,25 to 30,9,20 to 30
85277,9B,25 to 30,9,20 to 30
85280,9B,25 to 30,9,20 to 30
85281,9B,25 to 30,9,20 to 30
85282,9B,25 to 30,9,20 to 30
85283,9B,25 to 30,9,20 to 30
85284,9B,25 to 30,9,20 to 30
85285,9B,25 to 30,9,20 to 30
85286,9B,25 to 30,9,20 to 30
85287,9B,25 to 30,9,20 to 30
85295,9B,25 to 30,9,20 to 30
85296,9B,25 to 30,9,20 to 30
85297,9B,25 to 30,9,20 to 30
85298,9B,25 to 30,9,20 to 30
85299,9B,25 to 30,9,20 to 30
85301,9B,25 to 30,9,20 to 30
85302,9B,25 to 30,9,20 to 30
85303,9B,25 to 30,9,20 to 30
85304,9B,25 to 30,9,20 to 30
85305,9B,25 to 30,9,20 to 30
85306,9B,25 to 30,9,20 to 30
85307,9B,25 to 30,9,20 to 30
85308,9B,25 to 30,9,20 to 30
85309,9B,25 to 30,9,20 to 30
85310,9B,25 to 30,9,20 to 30
85311,9B,25 to 30,9,20 to 30
85312,9B,25 to 30,9,20 to 30
85318,9B,25 to 30,9,20 to 30
85320,9A,20 to 25,9,20 to 30
85321,9B,25 to 30,9,20 to 30
85322,9B,25 to 30,9,20 to 30
85323,9B,25 to 30,9,20 to 30
85324,9B,25 to 30,9,20 to 30
85325,9A,20 to 25,9,20 to 30
85326,9A,20 to 25,9,20 to 30
85327,9B,25 to 30,9,20 to 30
85328,9B,25 to 30,9,20 to 30
85329,9B,25 to 30,9,20 to 30
85331,9B,25 to 30,9,20 to 30
85332,9A,20 to 25,9,20 to 30
85333,9B,25 to 30,9,20 to 30
85334,10A,30 to 35,1,-60 to -50
85335,9B,25 to 30,9,20 to 30
85336,10A,30 to 35,1,-60 to -50
85337,9B,25 to 30,9,20 to 30
85338,9B,25 to 30,9,20 to 30
85339,9B,25 to 30,9,20 to 30
85340,9B,25 to 30,9,20 to 30
85341,9B,25 to 30,9,20 to 30
85342,9A,20 to 25,9,20 to 30
85343,9B,25 to 30,9,20 to 30
85344,9B,25 to 30,9,20 to 30
85345,9B,25 to 30,9,20 to 30
85346,9B,25 to 30,9,20 to 30
85347,9B,25 to 30,9,20 to 30
85348,9A,20 to 25,9,20 to 30
85349,10A,30 to 35,1,-60 to -50
85350,10A,30 to 35,1,-60 to -50
85351,9B,25 to 30,9,20 to 30
85352,9A,20 to 25,9,20 to 30
85353,9B,25 to 30,9,20 to 30
85354,9B,25 to 30,9,20 to 30
85355,9B,25 to 30,9,20 to 30
85356,9B,25 to 30,9,20 to 30
85357,9A,20 to 25,9,20 to 30
85358,9A,20 to 25,9,20 to 30
85359,9B,25 to 30,9,20 to 30
85360,9A,20 to 25,9,20 to 30
85361,9B,25 to 30,9,20 to 30
85362,9A,20 to 25,9,20 to 30
85363,9B,25 to 30,9,20 to 30
85364,10A,30 to 35,1,-60 to -50
85365,10A,30 to 35,1,-60 to -50
85366,10A,30 to 35,1,-60 to -50
85367,10A,30 to 35,1,-60 to -50
85369,10A,30 to 35,1,-60 to -50
85371,9B,25 to 30,9,20 to 30
85372,9B,25 to 30,9,20 to 30
85373,9B,25 to 30,9,20 to 30
85374,9B,25 to 30,9,20 to 30
85375,9B,25 to 30,9,20 to 30
85376,9B,25 to 30,9,20 to 30
85377,9B,25 to 30,9,20 to 30
85378,9B,25 to 30,9,20 to 30
85379,9B,25 to 30,9,20 to 30
85380,9B,25 to 30,9,20 to 30
85381,9B,25 to 30,9,20 to 30
85382,9B,25 to 30,9,20 to 30
85383,9B,25 to 30,9,20 to 30
85385,9B,25 to 30,9,20 to 30
85387,9B,25 to 30,9,20 to 30
85388,9B,25 to 30,9,20 to 30
85390,9A,20 to 25,9,20 to 30
85392,9B,25 to 30,9,20 to 30
85395,9B,25 to 30,9,20 to 30
85396,9B,25 to 30,9,20 to 30
85501,8B,15 to 20,8,10 to 20
85502,9A,20 to 25,9,20 to 30
85530,8B,15 to 20,8,10 to 20
85531,8B,15 to 20,8,10 to 20
85532,9A,20 to 25,9,20 to 30
85533,9A,20 to 25,9,20 to 30
85534,7B,5 to 10,7,0 to 10
85535,8B,15 to 20,8,10 to 20
85536,8A,10 to 15,8,10 to 20
85539,9A,20 to 25,9,20 to 30
85540,9A,20 to 25,9,20 to 30
85541,7B,5 to 10,7,0 to 10
85542,8B,15 to 20,8,10 to 20
85543,8B,15 to 20,8,10 to 20
85544,7B,5 to 10,7,0 to 10
85545,9B,25 to 30,9,20 to 30
85546,8B,15 to 20,8,10 to 20
85547,8A,10 to 15,8,10 to 20
85548,8B,15 to 20,8,10 to 20
85550,8B,15 to 20,8,10 to 20
85551,8B,15 to 20,8,10 to 20
85552,8B,15 to 20,8,10 to 20
85553,9A,20 to 25,9,20 to 30
85554,7A,0 to 5,7,0 to 10
85601,8B,15 to 20,8,10 to 20
85602,8B,15 to 20,8,10 to 20
85603,8B,15 to 20,8,10 to 20
85605,8B,15 to 20,8,10 to 20
85606,8A,10 to 15,8,10 to 20
85607,8A,10 to 15,8,10 to 20
85608,8A,10 to 15,8,10 to 20
85609,8B,15 to 20,8,10 to 20
85610,8A,10 to 15,8,10 to 20
85611,8A,10 to 15,8,10 to 20
85613,8B,15 to 20,8,10 to 20
85614,9A,20 to 25,9,20 to 30
85615,8B,15 to 20,8,10 to 20
85616,8B,15 to 20,8,10 to 20
85617,8A,10 to 15,8,10 to 20
85618,9A,20 to 25,9,20 to 30
85619,7A,0 to 5,7,0 to 10
85620,8B,15 to 20,8,10 to 20
85621,8A,10 to 15,8,10 to 20
85622,9A,20 to 25,9,20 to 30
85623,9A,20 to 25,9,20 to 30
85624,8A,10 to 15,8,10 to 20
85625,8A,10 to 15,8,10 to 20
85626,8A,10 to 15,8,10 to 20
85627,8B,15 to 20,8,10 to 20
85628,8A,10 to 15,8,10 to 20
85629,9A,20 to 25,9,20 to 30
85630,8A,10 to 15,8,10 to 20
85631,9A,20 to 25,9,20 to 30
85632,8A,10 to 15,8,10 to 20
85633,8B,15 to 20,8,10 to 20
85634,9A,20 to 25,9,20 to 30
85635,8B,15 to 20,8,10 to 20
85636,8B,15 to 20,8,10 to 20
85637,8A,10 to 15,8,10 to 20
85638,9A,20 to 25,9,20 to 30
85639,9A,20 to 25,9,20 to 30
85640,8B,15 to 20,8,10 to 20
85641,9A,20 to 25,9,20 to 30
85643,8A,10 to 15,8,10 to 20
85644,8A,10 to 15,8,10 to 20
85645,8B,15 to 20,8,10 to 20
85646,8B,15 to 20,8,10 to 20
85648,8A,10 to 15,8,10 to 20
85650,8B,15 to 20,8,10 to 20
85652,9A,20 to 25,9,20 to 30
85653,9A,20 to 25,9,20 to 30
85654,9A,20 to 25,9,20 to 30
85655,8A,10 to 15,8,10 to 20
85658,9B,25 to 30,9,20 to 30
85662,8A,10 to 15,8,10 to 20
85670,8B,15 to 20,8,10 to 20
85671,8B,15 to 20,8,10 to 20
85701,9B,25 to 30,9,20 to 30
85702,9B,25 to 30,9,20 to 30
85703,9A,20 to 25,9,20 to 30
85704,9A,20 to 25,9,20 to 30
85705,9A,20 to 25,9,20 to 30
85706,9B,25 to 30,9,20 to 30
85707,9A,20 to 25,9,20 to 30
85708,9A,20 to 25,9,20 to 30
85709,9A,20 to 25,9,20 to 30
85710,9A,20 to 25,9,20 to 30
85711,9A,20 to 25,9,20 to 30
85712,9A,20 to 25,9,20 to 30
85713,9A,20 to 25,9,20 to 30
85714,9B,25 to 30,9,20 to 30
85715,9A,20 to 25,9,20 to 30
85716,9B,25 to 30,9,20 to 30
85717,9B,25 to 30,9,20 to 30
85718,9A,20 to 25,9,20 to 30
85719,9B,25 to 30,9,20 to 30
85720,9A,20 to 25,9,20 to 30
85721,9B,25 to 30,9,20 to 30
85722,9B,25 to 30,9,20 to 30
85723,9A,20 to 25,9,20 to 30
85724,9B,25 to 30,9,20 to 30
85725,9A,20 to 25,9,20 to 30
85726,9B,25 to 30,9,20 to 30
85728,9A,20 to 25,9,20 to 30
85730,9A,20 to 25,9,20 to 30
85731,9A,20 to 25,9,20 to 30
85732,9A,20 to 25,9,20 to 30
85733,9B,25 to 30,9,20 to 30
85734,9A,20 to 25,9,20 to 30
85735,9A,20 to 25,9,20 to 30
85736,9A,20 to 25,9,20 to 30
85737,9A,20 to 25,9,20 to 30
85738,9A,20 to 25,9,20 to 30
85739,9A,20 to 25,9,20 to 30
85740,9A,20 to 25,9,20 to 30
85741,9A,20 to 25,9,20 to 30
85742,9B,25 to 30,9,20 to 30
85743,9B,25 to 30,9,20 to 30
85744,9A,20 to 25,9,20 to 30
85745,9A,20 to 25,9,20 to 30
85746,9A,20 to 25,9,20 to 30
85747,9A,20 to 25,9,20 to 30
85748,9A,20 to 25,9,20 to 30
85749,9A,20 to 25,9,20 to 30
85750,9A,20 to 25,9,20 to 30
85751,9A,20 to 25,9,20 to 30
85752,9A,20 to 25,9,20 to 30
85754,9A,20 to 25,9,20 to 30
85755,9B,25 to 30,9,20 to 30
85756,9A,20 to 25,9,20 to 30
85757,9A,20 to 25,9,20 to 30
85775,9B,25 to 30,9,20 to 30
85901,7A,0 to 5,7,0 to 10
85902,6B,-5 to 0,6,-10 to 0
85911,7B,5 to 10,7,0 to 10
85912,6B,-5 to 0,6,-10 to 0
85920,6A,-10 to -5,6,-10 to 0
85922,7A,0 to 5,7,0 to 10
85923,6B,-5 to 0,6,-10 to 0
85924,6B,-5 to 0,6,-10 to 0
85925,6A,-10 to -5,6,-10 to 0
85926,7B,5 to 10,7,0 to 10
85927,6A,-10 to -5,6,-10 to 0
85928,6B,-5 to 0,6,-10 to 0
85929,6B,-5 to 0,6,-10 to 0
85930,6B,-5 to 0,6,-10 to 0
85931,7A,0 to 5,7,0 to 10
85932,6A,-10 to -5,6,-10 to 0
85933,6B,-5 to 0,6,-10 to 0
85934,6B,-5 to 0,6,-10 to 0
85935,6B,-5 to 0,6,-10 to 0
85936,6B,-5 to 0,6,-10 to 0
85937,7A,0 to 5,7,0 to 10
85938,6A,-10 to -5,6,-10 to 0
85939,7A,0 to 5,7,0 to 10
85940,6B,-5 to 0,6,-10 to 0
85941,7B,5 to 10,7,0 to 10
85942,7A,0 to 5,7,0 to 10
86001,6A,-10 to -5,6,-10 to 0
86002,6A,-10 to -5,6,-10 to 0
86003,7A,0 to 5,7,0 to 10
86004,6A,-10 to -5,6,-10 to 0
86005,6A,-10 to -5,6,-10 to 0
86011,6A,-10 to -5,6,-10 to 0
86015,5B,-15 to -10,5,-20 to -10
86016,7B,5 to 10,7,0 to 10
86017,6A,-10 to -5,6,-10 to 0
86018,6A,-10 to -5,6,-10 to 0
86020,7B,5 to 10,7,0 to 10
86021,7B,5 to 10,7,0 to 10
86022,7B,5 to 10,7,0 to 10
86023,7A,0 to 5,7,0 to 10
86024,6B,-5 to 0,6,-10 to 0
86025,7A,0 to 5,7,0 to 10
86028,7A,0 to 5,7,0 to 10
86029,7A,0 to 5,7,0 to 10
86030,7A,0 to 5,7,0 to 10
86031,7A,0 to 5,7,0 to 10
86032,7A,0 to 5,7,0 to 10
86033,7A,0 to 5,7,0 to 10
86034,6B,-5 to 0,6,-10 to 0
86035,7A,0 to 5,7,0 to 10
86036,8B,15 to 20,8,10 to 20
86038,6A,-10 to -5,6,-10 to 0
86039,7A,0 to 5,7,0 to 10
86040,8A,10 to 15,8,10 to 20
86042,7A,0 to 5,7,0 to 10
86043,7A,0 to 5,7,0 to 10
86044,7A,0 to 5,7,0 to 10
86045,7B,5 to 10,7,0 to 10
86046,6B,-5 to 0,6,-10 to 0
86047,7A,0 to 5,7,0 to 10
86052,6B,-5 to 0,6,-10 to 0
86053,6B,-5 to 0,6,-10 to 0
86054,6B,-5 to 0,6,-10 to 0
86301,7B,5 to 10,7,0 to 10
86302,7B,5 to 10,7,0 to 10
86303,7B,5 to 10,7,0 to 10
86304,7B,5 to 10,7,0 to 10
86305,7B,5 to 10,7,0 to 10
86312,7B,5 to 10,7,0 to 10
86313,7B,5 to 10,7,0 to 10
86314,7B,5 to 10,7,0 to 10
86315,7B,5 to 10,7,0 to 10
86320,7B,5 to 10,7,0 to 10
86321,9A,20 to 25,9,20 to 30
86322,8B,15 to 20,8,10 to 20
86323,7B,5 to 10,7,0 to 10
86324,8B,15 to 20,8,10 to 20
86325,8B,15 to 20,8,10 to 20
86326,8B,15 to 20,8,10 to 20
86327,8A,10 to 15,8,10 to 20
86329,8A,10 to 15,8,10 to 20
86331,8B,15 to 20,8,10 to 20
86332,8A,10 to 15,8,10 to 20
86333,8B,15 to 20,8,10 to 20
86334,7B,5 to 10,7,0 to 10
86335,8B,15 to 20,8,10 to 20
86336,8B,15 to 20,8,10 to 20
86337,7A,0 to 5,7,0 to 10
86338,8A,10 to 15,8,10 to 20
86339,8B,15 to 20,8,10 to 20
86340,8B,15 to 20,8,10 to 20
86341,8B,15 to 20,8,10 to 20
86342,8B,15 to 20,8,10 to 20
86343,8A,10 to 15,8,10 to 20
86351,8B,15 to 20,8,10 to 20
86401,8B,15 to 20,8,10 to 20
86402,8B,15 to 20,8,10 to 20
86403,10A,30 to 35,1,-60 to -50
86404,10A,30 to 35,1,-60 to -50
86405,10A,30 to 35,1,-60 to -50
86406,10A,30 to 35,1,-60 to -50
86409,8B,15 to 20,8,10 to 20
86411,8A,10 to 15,8,10 to 20
86412,8B,15 to 20,8,10 to 20
86413,9A,20 to 25,9,20 to 30
86426,10A,30 to 35,1,-60 to -50
86427,10A,30 to 35,1,-60 to -50
86429,10A,30 to 35,1,-60 to -50
86430,10A,30 to 35,1,-60 to -50
86431,8B,15 to 20,8,10 to 20
86432,8B,15 to 20,8,10 to 20
86433,9B,25 to 30,9,20 to 30
86434,8A,10 to 15,8,10 to 20
86435,8B,15 to 20,8,10 to 20
86436,9B,25 to 30,9,20 to 30
86437,8A,10 to 15,8,10 to 20
86438,9A,20 to 25,9,20 to 30
86439,10A,30 to 35,1,-60 to -50
86440,9B,25 to 30,9,20 to 30
86441,8B,15 to 20,8,10 to 20
86442,10A,30 to 35,1,-60 to -50
86443,9A,20 to 25,9,20 to 30
86444,9A,20 to 25,9,20 to 30
86445,9A,20 to 25,9,20 to 30
86446,10A,30 to 35,1,-60 to -50
86502,6B,-5 to 0,6,-10 to 0
86503,7A,0 to 5,7,0 to 10
86504,6A,-10 to -5,6,-10 to 0
86505,6B,-5 to 0,6,-10 to 0
86506,6B,-5 to 0,6,-10 to 0
86507,6B,-5 to 0,6,-10 to 0
86508,6A,-10 to -5,6,-10 to 0
86510,6B,-5 to 0,6,-10 to 0
86511,6A,-10 to -5,6,-10 to 0
86512,6B,-5 to 0,6,-10 to 0
86514,7A,0 to 5,7,0 to 10
86515,6A,-10 to -5,6,-10 to 0
86520,7A,0 to 5,7,0 to 10
86535,7A,0 to 5,7,0 to 10
86538,6B,-5 to 0,6,-10 to 0
86540,6B,-5 to 0,6,-10 to 0
86544,7A,0 to 5,7,0 to 10
86545,7A,0 to 5,7,0 to 10
86547,7A,0 to 5,7,0 to 10
86556,6B,-5 to 0,6,-10 to 0
87001,7B,5 to 10,7,0 to 10
87002,7A,0 to 5,7,0 to 10
87004,7B,5 to 10,7,0 to 10
87005,6A,-10 to -5,6,-10 to 0
87006,7A,0 to 5,7,0 to 10
87007,6B,-5 to 0,6,-10 to 0
87008,7A,0 to 5,7,0 to 10
87009,6B,-5 to 0,6,-10 to 0
87010,7A,0 to 5,7,0 to 10
87011,7A,0 to 5,7,0 to 10
87012,6A,-10 to -5,6,-10 to 0
87013,6A,-10 to -5,6,-10 to 0
87014,7A,0 to 5,7,0 to 10
87015,6B,-5 to 0,6,-10 to 0
87016,6A,-10 to -5,6,-10 to 0
87017,5B,-15 to -10,5,-20 to -10
87018,6A,-10 to -5,6,-10 to 0
87020,6B,-5 to 0,6,-10 to 0
87021,6A,-10 to -5,6,-10 to 0
87022,7A,0 to 5,7,0 to 10
87023,7A,0 to 5,7,0 to 10
87024,7A,0 to 5,7,0 to 10
87025,6B,-5 to 0,6,-10 to 0
87026,7B,5 to 10,7,0 to 10
87027,5B,-15 to -10,5,-20 to -10
87028,7A,0 to 5,7,0 to 10
87029,5B,-15 to -10,5,-20 to -10
87031,7A,0 to 5,7,0 to 10
87032,6A,-10 to -5,6,-10 to 0
87034,6B,-5 to 0,6,-10 to 0
87035,6A,-10 to -5,6,-10 to 0
87036,6B,-5 to 0,6,-10 to 0
87037,6B,-5 to 0,6,-10 to 0
87038,6B,-5 to 0,6,-10 to 0
87040,7A,0 to 5,7,0 to 10
87041,7A,0 to 5,7,0 to 10
87042,7A,0 to 5,7,0 to 10
87043,7B,5 to 10,7,0 to 10
87044,6B,-5 to 0,6,-10 to 0
87045,6A,-10 to -5,6,-10 to 0
87046,5B,-15 to -10,5,-20 to -10
87047,7A,0 to 5,7,0 to 10
87048,7B,5 to 10,7,0 to 10
87049,6B,-5 to 0,6,-10 to 0
87051,6B,-5 to 0,6,-10 to 0
87052,7A,0 to 5,7,0 to 10
87053,7A,0 to 5,7,0 to 10
87056,6A,-10 to -5,6,-10 to 0
87059,6B,-5 to 0,6,-10 to 0
87060,7A,0 to 5,7,0 to 10
87061,6B,-5 to 0,6,-10 to 0
87062,7A,0 to 5,7,0 to 10
87063,6B,-5 to 0,6,-10 to 0
87064,6B,-5 to 0,6,-10 to 0
87068,7A,0 to 5,7,0 to 10
87070,6B,-5 to 0,6,-10 to 0
87072,7A,0 to 5,7,0 to 10
87083,7A,0 to 5,7,0 to 10
87101,7B,5 to 10,7,0 to 10
87102,7B,5 to 10,7,0 to 10
87103,7B,5 to 10,7,0 to 10
87104,7B,5 to 10,7,0 to 10
87105,7B,5 to 10,7,0 to 10
87106,7B,5 to 10,7,0 to 10
87107,7B,5 to 10,7,0 to 10
87108,7B,5 to 10,7,0 to 10
87109,7B,5 to 10,7,0 to 10
87110,7B,5 to 10,7,0 to 10
87111,7B,5 to 10,7,0 to 10
87112,7B,5 to 10,7,0 to 10
87113,7B,5 to 10,7,0 to 10
87114,7B,5 to 10,7,0 to 10
87115,7B,5 to 10,7,0 to 10
87116,7B,5 to 10,7,0 to 10
87117,7B,5 to 10,7,0 to 10
87119,7B,5 to 10,7,0 to 10
87120,7B,5 to 10,7,0 to 10
87121,7B,5 to 10,7,0 to 10
87122,7B,5 to 10,7,0 to 10
87123,7B,5 to 10,7,0 to 10
87124,7B,5 to 10,7,0 to 10
87125,7B,5 to 10,7,0 to 10
87131,7B,5 to 10,7,0 to 10
87144,7B,5 to 10,7,0 to 10
87151,7B,5 to 10,7,0 to 10
87153,7B,5 to 10,7,0 to 10
87154,7B,5 to 10,7,0 to 10
87158,7B,5 to 10,7,0 to 10
87174,7B,5 to 10,7,0 to 10
87176,7B,5 to 10,7,0 to 10
87181,7B,5 to 10,7,0 to 10
87184,7B,5 to 10,7,0 to 10
87185,7B,5 to 10,7,0 to 10
87187,7B,5 to 10,7,0 to 10
87190,7B,5 to 10,7,0 to 10
87191,7B,5 to 10,7,0 to 10
87192,7B,5 to 10,7,0 to 10
87193,7B,5 to 10,7,0 to 10
87194,7B,5 to 10,7,0 to 10
87195,7B,5 to 10,7,0 to 10
87196,7B,5 to 10,7,0 to 10
87197,7B,5 to 10,7,0 to 10
87198,7B,5 to 10,7,0 to 10
87199,7B,5 to 10,7,0 to 10
87301,6A,-10 to -5,6,-10 to 0
87302,6A,-10 to -5,6,-10 to 0
87305,6A,-10 to -5,6,-10 to 0
87310,6A,-10 to -5,6,-10 to 0
87311,6B,-5 to 0,6,-10 to 0
87312,6A,-10 to -5,6,-10 to 0
87313,6B,-5 to 0,6,-10 to 0
87315,6A,-10 to -5,6,-10 to 0
87316,6A,-10 to -5,6,-10 to 0
87317,6A,-10 to -5,6,-10 to 0
87319,6A,-10 to -5,6,-10 to 0
87320,6B,-5 to 0,6,-10 to 0
87321,5B,-15 to -10,5,-20 to -10
87322,6A,-10 to -5,6,-10 to 0
87323,6A,-10 to -5,6,-10 to 0
87325,6B,-5 to 0,6,-10 to 0
87326,6A,-10 to -5,6,-10 to 0
87327,6A,-10 to -5,6,-10 to 0
87328,6B,-5 to 0,6,-10 to 0
87347,6A,-10 to -5,6,-10 to 0
87357,5B,-15 to -10,5,-20 to -10
87364,6B,-5 to 0,6,-10 to 0
87365,6A,-10 to -5,6,-10 to 0
87375,6B,-5 to 0,6,-10 to 0
87401,7A,0 to 5,7,0 to 10
87402,6B,-5 to 0,6,-10 to 0
87410,6B,-5 to 0,6,-10 to 0
87412,6B,-5 to 0,6,-10 to 0
87413,7A,0 to 5,7,0 to 10
87415,6B,-5 to 0,6,-10 to 0
87416,7A,0 to 5,7,0 to 10
87417,7A,0 to 5,7,0 to 10
87418,6B,-5 to 0,6,-10 to 0
87419,6B,-5 to 0,6,-10 to 0
87420,7A,0 to 5,7,0 to 10
87421,7A,0 to 5,7,0 to 10
87455,6B,-5 to 0,6,-10 to 0
87461,6B,-5 to 0,6,-10 to 0
87499,6B,-5 to 0,6,-10 to 0
87501,6B,-5 to 0,6,-10 to 0
87502,6B,-5 to 0,6,-10 to 0
87503,6B,-5 to 0,6,-10 to 0
87504,6B,-5 to 0,6,-10 to 0
87505,6B,-5 to 0,6,-10 to 0
87506,6B,-5 to 0,6,-10 to 0
87507,6B,-5 to 0,6,-10 to 0
87508,6B,-5 to 0,6,-10 to 0
87509,6B,-5 to 0,6,-10 to 0
87510,6B,-5 to 0,6,-10 to 0
87511,6A,-10 to -5,6,-10 to 0
87512,5B,-15 to -10,5,-20 to -10
87513,5B,-15 to -10,5,-20 to -10
87514,5B,-15 to -10,5,-20 to -10
87515,5B,-15 to -10,5,-20 to -10
87516,6B,-5 to 0,6,-10 to 0
87517,6A,-10 to -5,6,-10 to 0
87518,5B,-15 to -10,5,-20 to -10
87519,5A,-20 to -15,5,-20 to -10
87520,5A,-20 to -15,5,-20 to -10
87521,6B,-5 to 0,6,-10 to 0
87522,6A,-10 to -5,6,-10 to 0
87523,6B,-5 to 0,6,-10 to 0
87524,5A,-20 to -15,5,-20 to -10
87525,5B,-15 to -10,5,-20 to -10
87527,6A,-10 to -5,6,-10 to 0
87528,5A,-20 to -15,5,-20 to -10
87529,5B,-15 to -10,5,-20 to -10
87530,6B,-5 to 0,6,-10 to 0
87531,6A,-10 to -5,6,-10 to 0
87532,6A,-10 to -5,6,-10 to 0
87533,6A,-10 to -5,6,-10 to 0
87535,6A,-10 to -5,6,-10 to 0
87537,6A,-10 to -5,6,-10 to 0
87538,6A,-10 to -5,6,-10 to 0
87539,6A,-10 to -5,6,-10 to 0
87540,6B,-5 to 0,6,-10 to 0
87543,6A,-10 to -5,6,-10 to 0
87544,7A,0 to 5,7,0 to 10
87545,6B,-5 to 0,6,-10 to 0
87547,6B,-5 to 0,6,-10 to 0
87548,6A,-10 to -5,6,-10 to 0
87549,6B,-5 to 0,6,-10 to 0
87551,5A,-20 to -15,5,-20 to -10
87552,6A,-10 to -5,6,-10 to 0
87553,6A,-10 to -5,6,-10 to 0
87554,5B,-15 to -10,5,-20 to -10
87556,5B,-15 to -10,5,-20 to -10
87557,5B,-15 to -10,5,-20 to -10
87558,5B,-15 to -10,5,-20 to -10
87560,6A,-10 to -5,6,-10 to 0
87562,6B,-5 to 0,6,-10 to 0
87564,5B,-15 to -10,5,-20 to -10
87565,6A,-10 to -5,6,-10 to 0
87566,6A,-10 to -5,6,-10 to 0
87567,6A,-10 to -5,6,-10 to 0
87569,6B,-5 to 0,6,-10 to 0
87571,5B,-15 to -10,5,-20 to -10
87573,6A,-10 to -5,6,-10 to 0
87574,6B,-5 to 0,6,-10 to 0
87575,5A,-20 to -15,5,-20 to -10
87576,6A,-10 to -5,6,-10 to 0
87577,5B,-15 to -10,5,-20 to -10
87578,6A,-10 to -5,6,-10 to 0
87579,6A,-10 to -5,6,-10 to 0
87580,5B,-15 to -10,5,-20 to -10
87581,5B,-15 to -10,5,-20 to -10
87582,6A,-10 to -5,6,-10 to 0
87583,6B,-5 to 0,6,-10 to 0
87592,6B,-5 to 0,6,-10 to 0
87594,6B,-5 to 0,6,-10 to 0
87654,7B,5 to 10,7,0 to 10
87701,6A,-10 to -5,6,-10 to 0
87710,5A,-20 to -15,5,-20 to -10
87711,6B,-5 to 0,6,-10 to 0
87712,6A,-10 to -5,6,-10 to 0
87713,5B,-15 to -10,5,-20 to -10
87714,6A,-10 to -5,6,-10 to 0
87715,6A,-10 to -5,6,-10 to 0
87718,4B,-25 to -20,4,-30 to -20
87722,6A,-10 to -5,6,-10 to 0
87723,6A,-10 to -5,6,-10 to 0
87724,6B,-5 to 0,6,-10 to 0
87728,5B,-15 to -10,5,-20 to -10
87729,5B,-15 to -10,5,-20 to -10
87730,6A,-10 to -5,6,-10 to 0
87731,6A,-10 to -5,6,-10 to 0
87732,6A,-10 to -5,6,-10 to 0
87733,6A,-10 to -5,6,-10 to 0
87734,5B,-15 to -10,5,-20 to -10
87735,6A,-10 to -5,6,-10 to 0
87736,5B,-15 to -10,5,-20 to -10
87740,6A,-10 to -5,6,-10 to 0
87742,6A,-10 to -5,6,-10 to 0
87743,6A,-10 to -5,6,-10 to 0
87745,6A,-10 to -5,6,-10 to 0
87746,6B,-5 to 0,6,-10 to 0
87747,5B,-15 to -10,5,-20 to -10
87749,5B,-15 to -10,5,-20 to -10
87750,6A,-10 to -5,6,-10 to 0
87752,5B,-15 to -10,5,-20 to -10
87753,6A,-10 to -5,6,-10 to 0
87801,7B,5 to 10,7,0 to 10
87820,6A,-10 to -5,6,-10 to 0
87821,6A,-10 to -5,6,-10 to 0
87823,7B,5 to 10,7,0 to 10
87824,6A,-10 to -5,6,-10 to 0
87825,7A,0 to 5,7,0 to 10
87827,5B,-15 to -10,5,-20 to -10
87828,7A,0 to 5,7,0 to 10
87829,6B,-5 to 0,6,-10 to 0
87830,6B,-5 to 0,6,-10 to 0
87831,7A,0 to 5,7,0 to 10
87832,7B,5 to 10,7,0 to 10
87901,8A,10 to 15,8,10 to 20
87930,8A,10 to 15,8,10 to 20
87931,8A,10 to 15,8,10 to 20
87933,8A,10 to 15,8,10 to 20
87935,8A,10 to 15,8,10 to 20
87936,8A,10 to 15,8,10 to 20
87937,7B,5 to 10,7,0 to 10
87939,7B,5 to 10,7,0 to 10
87940,7B,5 to 10,7,0 to 10
87941,7B,5 to 10,7,0 to 10
87942,8A,10 to 15,8,10 to 20
87943,7A,0 to 5,7,0 to 10
88001,8A,10 to 15,8,10 to 20
88002,8B,15 to 20,8,10 to 20
88003,8A,10 to 15,8,10 to 20
88004,8A,10 to 15,8,10 to 20
88005,8A,10 to 15,8,10 to 20
88006,8A,10 to 15,8,10 to 20
88007,8A,10 to 15,8,10 to 20
88008,8A,10 to 15,8,10 to 20
88009,8A,10 to 15,8,10 to 20
88011,8A,10 to 15,8,10 to 20
88012,8A,10 to 15,8,10 to 20
88013,8A,10 to 15,8,10 to 20
88020,8A,10 to 15,8,10 to 20
88021,8A,10 to 15,8,10 to 20
88022,8A,10 to 15,8,10 to 20
88023,8A,10 to 15,8,10 to 20
